"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
990,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4940710","Lower Enterprise Reservoir 01","Lake",NA,"REVIEW","Automatically flagged for review","UTAHDWQ_WQX-4940710","Lower Enterprise Reservoir 01","UT16030006-006_00","Shoal Creek","River/Stream","Lake / Reservoir","Lower Enterprise Reservoir",NA,"2B,3A,4",1,1,1,0,37.52608,-113.8517,37.52608,-113.8517,16030006,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
991,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4940720","UPPER ENTERPRISE RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4940720","UPPER ENTERPRISE RES AB DAM 01","UT-L-16030006-002_00","Upper Enterprise Reservoir","Reservoir/Lake","Lake / Reservoir","Upper Enterprise Reservoir",NA,"2B,3A,4",1,1,1,0,37.51886993,-113.86274522,37.51886993,-113.86274522,16030006,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
992,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4945795","OTTER CK AT USFS BNDRY","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4945795","OTTER CK AT USFS BNDRY","UT16030002-001_00","Otter Creek-4","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.61075227,-111.81016634,38.61075227,-111.81016634,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,41,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
993,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946450","SAN PITCH RIVER W OF MANTI AB GUNNISON RES AT CR XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4946450","SAN PITCH RIVER W OF MANTI AB GUNNISON RES AT CR XING","UT16030004-005_00","San Pitch-3","River/Stream","River / Stream","San Pitch River and tributaries, from confluence with Sevier River to Highway U-132 crossing except As listed below:",NA,"2B,3C,3D,4",1,1,1,0,39.2787074,-111.678249692,39.2787074,-111.678249692,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
994,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946650","SAN PITCH R 1MI W OF CHESTER ON U-117","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16030004-005_00","San Pitch-3","River/Stream","River / Stream","San Pitch River and tributaries, from confluence with Sevier River to Highway U-132 crossing except As listed below:",NA,"2B,3C,3D,4",1,1,1,1,39.475655291,-111.599109601,NA,NA,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
995,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946670","Silver Ck Ab Cnfl/ San Pitch @ U117 Xing","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16030004-011_00","San Pitch-4","River/Stream","River / Stream","San Pitch River and tributaries, from confluence with Sevier River to Highway U-132 crossing except As listed below:",NA,"2B,3C,3D,4",1,1,1,1,39.475933047,-111.599414275,NA,NA,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
996,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946750","SAN PITCH R 2.5MI W OF MT PLEASANT AT U116 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4946750","SAN PITCH R 2.5MI W OF MT PLEASANT AT U116 XING","UT16030004-009_00","San Pitch-5","River/Stream","River / Stream","San Pitch River and tributaries, from Highway U-132 crossing to headwaters",NA,"2B,3A,4",1,1,1,0,39.546630033,-111.514631015,39.546630033,-111.514631015,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
997,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946756","San Pitch R Bl Fairview WWTP","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4946756","San Pitch R Bl Fairview WWTP","UT16030004-009_00","San Pitch-5","River/Stream","River / Stream","San Pitch River and tributaries, from Highway U-132 crossing to headwaters",NA,"2B,3A,4",1,1,1,0,39.574794896,-111.470385662,39.574794896,-111.470385662,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
998,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946790","SAN PITCH R @ US 89 XING N OF FAIRVIEW","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4946790","SAN PITCH R @ US 89 XING N OF FAIRVIEW","UT16030004-009_00","San Pitch-5","River/Stream","River / Stream","San Pitch River and tributaries, from Highway U-132 crossing to headwaters",NA,"2B,3A,4",1,1,1,0,39.638294764,-111.446575611,39.638294764,-111.446575611,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
999,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946840","San Pitch R ab Fairview  WWTP @ Restoration Project","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4946840","San Pitch R ab Fairview  WWTP @ Restoration Project","UT16030004-009_00","San Pitch-5","River/Stream","River / Stream","San Pitch River and tributaries, from Highway U-132 crossing to headwaters",NA,"2B,3A,4",1,1,1,0,39.608296147,-111.447407923,39.608296147,-111.447407923,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1000,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946960","SAN PITCH R AB MORONI WWTP","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4946960","SAN PITCH R AB MORONI WWTP","UT16030004-005_00","San Pitch-3","River/Stream","River / Stream","San Pitch River and tributaries, from confluence with Sevier River to Highway U-132 crossing except As listed below:",NA,"2B,3C,3D,4",1,1,1,0,39.514402606,-111.586308612,39.514402606,-111.586308612,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1001,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4946980","SAN PITCH R AT BRIDGE BL MORONI WWTP","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4946980","SAN PITCH R AT BRIDGE BL MORONI WWTP","UT16030004-005_00","San Pitch-3","River/Stream","River / Stream","San Pitch River and tributaries, from confluence with Sevier River to Highway U-132 crossing except As listed below:",NA,"2B,3C,3D,4",1,1,1,0,39.501071296,-111.585475472,39.501071296,-111.585475472,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1002,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4948720","Fish Ck 0.5 mile bl cnfl/ Picnic Ck (UT09ST-749)","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4948720","Fish Ck 0.5 mile bl cnfl/ Picnic Ck (UT09ST-749)","UT16030003-018_00","Clear Creek-I70","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.50072,-112.45294,38.50072,-112.45294,16030003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,31,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1003,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4948813","SHINGLE CK AT END OF THE ROAD","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4948813","SHINGLE CK AT END OF THE ROAD","UT16030003-018_00","Clear Creek-I70","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.504418349,-112.492440142,38.504418349,-112.492440142,16030003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,31,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1004,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4948979","TEN-MILE CK 1MI AB HWY 89","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4948979","TEN-MILE CK 1MI AB HWY 89","UT16030003-020_00","Beaver Creek2-Piute","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.334977779,-112.234009457,38.334977779,-112.234009457,16030003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,31,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1005,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949135","MANNING CK @ MOUTH OF CANYON","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949135","MANNING CK @ MOUTH OF CANYON","UT16030003-021_00","Manning Creek","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.427753374,-112.120200221,38.427753374,-112.120200221,16030003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,31,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1006,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949160","PIUTE RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949160","PIUTE RES AB DAM 01","UT-L-16030001-011_00","Piute Reservoir","Reservoir/Lake","Lake / Reservoir","Piute Reservoir",NA,"2B,3A,4",1,1,1,0,38.323314027,-112.192422904,38.323314027,-112.192422904,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,31,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1007,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949190","SEVIER R AB PIUTE RES 1.5 MI NW OF KINGSTON","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949190","SEVIER R AB PIUTE RES 1.5 MI NW OF KINGSTON","UT16030001-013_00","Piute","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.232200291,-112.189093958,38.232200291,-112.189093958,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,31,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1008,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949464","Left Fk Upper Kanab Ck ab confl Upper Kanab Ck","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949464","Left Fk Upper Kanab Ck ab confl Upper Kanab Ck","UT16030002-010_00","East Fork Sevier-1","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.493222,-112.337857,37.493222,-112.337857,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1009,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949598","Antimony Ck bl USFS RD 1401 Xing (UT09ST-702)","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949598","Antimony Ck bl USFS RD 1401 Xing (UT09ST-702)","UT16030002-008_00","Antimony Creek","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.068763454,-111.856775679,38.068763454,-111.856775679,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1010,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949612","East Fork Sevier River ab Robinson Canyon","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949612","East Fork Sevier River ab Robinson Canyon","UT16030002-010_00","East Fork Sevier-1","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.4309674764,-112.3512514353,37.4309674764,-112.3512514353,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1011,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949630","SEVIER R AT U12 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949630","SEVIER R AT U12 XING","UT16030001-012_00","Sevier River-1","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.749419235,-112.374921866,37.749419235,-112.374921866,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1012,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949635","Sevier River at bridge at US89 MP126 and 0.6 Mile ab Casto Wash","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949635","Sevier River at bridge at US89 MP126 and 0.6 Mile ab Casto Wash","UT16030001-012_00","Sevier River-1","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.771793,-112.391019,37.771793,-112.391019,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1013,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949640","SEVIER R @ SANFORD ROAD XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949640","SEVIER R @ SANFORD ROAD XING","UT16030001-007_00","Sevier River-2","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.941918165,-112.416601709,37.941918165,-112.416601709,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1014,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949650","SEVIER R NEAR HATCH","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16030001-012_00","Sevier River-1","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,1,37.651926055,-112.430480321,NA,NA,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1015,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949670","SEVIER R @ PANGUITCH AIRPORT RD XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949670","SEVIER R @ PANGUITCH AIRPORT RD XING","UT16030001-007_00","Sevier River-2","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.85164008,-112.436035987,37.85164008,-112.436035987,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1016,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949700","MAMMOTH CK AT US89 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949700","MAMMOTH CK AT US89 XING","UT16030001-009_00","Mammoth Creek Lower","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.62859229,-112.457705708,37.62859229,-112.457705708,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1017,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949732","Threemile Ck ~0.5 mi E of Iron County border (UT09ST-707)","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949732","Threemile Ck ~0.5 mi E of Iron County border (UT09ST-707)","UT16030001-014_00","Threemile Creek","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.867749192,-112.570519737,37.867749192,-112.570519737,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1018,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949745","Center Ck ~0.3 mi bl USFS Rd 234 Xing (UT09ST-729)","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949745","Center Ck ~0.3 mi bl USFS Rd 234 Xing (UT09ST-729)","UT16030002-006_00","East Fork Sevier-3","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.97545,-111.91309,37.97545,-111.91309,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1019,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949900","ASAY CK AT US89 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949900","ASAY CK AT US89 XING","UT16030001-011_00","Asay Creek","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.584149837,-112.476601056,37.584149837,-112.476601056,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1020,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4949914","E FK SEVIER R 1 MI AB 4949907 SITE IN BLACK CANYON","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4949914","E FK SEVIER R 1 MI AB 4949907 SITE IN BLACK CANYON","UT16030002-006_00","East Fork Sevier-3","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.051679961,-111.976421393,38.051679961,-111.976421393,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1021,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950500","SANTA CLARA R BL GUNLOCK RES","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","Virgin River and tributaries from state line to Quail Creek diversion except as listed below",NA,"2B,3B,4",NA,NA,NA,NA,37.242756571,-113.776629824,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1022,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950510","GUNLOCK RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4950510","GUNLOCK RES AB DAM 01","UT-L-15010008-001_00","Gunlock Reservoir","Reservoir/Lake","Lake / Reservoir","Gunlock Reservoir",NA,"1C,2A,3B,4",1,1,1,0,37.252197711,-113.77635652,37.252197711,-113.77635652,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1023,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950530","SANTA CLARA R AB GUNLOCK RES","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4950530","SANTA CLARA R AB GUNLOCK RES","UT15010008-002_00","Santa Clara-2","River/Stream","River / Stream","Santa Clara River and tributaries, from Gunlock Reservoir to headwaters",NA,"2B,3A,4",1,1,1,0,37.2750494863,-113.7702407391,37.2750494863,-113.7702407391,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1024,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950743","South Ash Creek at USFS boundary","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4950743","South Ash Creek at USFS boundary","UT15010008-007_00","Ash Creek-1","River/Stream","River / Stream","Ash Creek and tributaries, from confluence with Virgin River to Ash Creek Reservoir",NA,"2B,3A,4",1,1,1,0,37.343774797,-113.301483801,37.343774797,-113.301483801,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1025,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950755","Main Canyon below confluence with Dam Canyon","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4950755","Main Canyon below confluence with Dam Canyon","UT15010008-009_00","Ash Creek-3","River/Stream","River / Stream","Ash Creek and tributaries, From Ash Creek Reservoir to headwaters",NA,"2B,3A,4",1,1,1,0,37.467356234,-113.33948133,37.467356234,-113.33948133,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1026,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950800","La Verkin Ck at Lee Pass Trail","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4950800","La Verkin Ck at Lee Pass Trail","UT15010008-010_00","La Verkin Creek","River/Stream","River / Stream","Virgin River and tributaries from state line to Quail Creek diversion except as listed below",NA,"2B,3B,4",1,1,1,0,37.407202918,-113.175776166,37.407202918,-113.175776166,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1027,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950920","North Ck at Planned Gage in Park","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT15010008-014_00","North Creek-Virgin","River/Stream","River / Stream","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","North Creek from the confluence with Virgin River to headwaters","1C,2B,3C,4",1,1,1,1,37.2616896507,-113.1071866838,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1028,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951150","ORDERVILLE GULCH 1 MILE BL CTY RD","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951150","ORDERVILLE GULCH 1 MILE BL CTY RD","UT15010008-015_00","North Fork Virgin River-1","River/Stream","River / Stream","North Fork Virgin River and tributaries",NA,"1C,2A,3A,4",1,1,1,0,37.339094454,-112.842883384,37.339094454,-112.842883384,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
